,Dataset,Story,Reid,Thomas,Elahe,Agreement,Gold,Label,Narrative Clause
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,(there has to be some kind of cultural cue that I am missing here)
test,Reid,11,Action,Stative- Local Context,Action,2,Action,Action,So I sit.
test,Reid,11,Action,Stative- Local Context,Evaluation,1,Evaluation,Evaluation,oh and I sit.
test,Reid,11,Action,Stative - Implied Action,Stative- Local Context,1,Stative - Implied Action,Action,"Some cafe', a french fashion magazine."
test,Reid,11,Action,Stative- Local Context,Evaluation,1,Stative- Local Context,Orientation,More sitting.
test,Reid,11,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,Then it is time for the cutting of the hair.
test,Reid,11,Action,Action,Action,3,Action,Action,"I tell him what I want,"
test,Reid,11,Action,Action,Evaluation,2,Action,Action,"he says that would be nice,"
test,Reid,11,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,however he has a better idea for me.
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"(don't worry, he didn't butcher me)."
test,Reid,11,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,I am just ready to go home and write the paper that is due (notice that I am not writing this paper right now..)
test,Reid,11,Action,Action,Evaluation,2,Action,Action,so I submit to his will...just get me out of this place.
test,Reid,11,Orientation,Orientation,Evaluation,2,Orientation,Orientation,"(the fancy salon in Rabat by the way--think some of the more superior salons in the US, like the hair cuttery or super cuts)"
test,Reid,11,Action,Action,Action,3,Action,Action,He hangs me upside-down and chops away.
test,Reid,11,Stative - Consequence,Action,Stative- Local Context,1,Stative - Consequence,Action,"fffwwit ffwitt fwitt, chip chop the hair flies."
test,Reid,11,Action,Action,Action,3,Action,Action,I can hear the women laughing as they walk by me...
test,Reid,11,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,I am afraid.
test,Reid,11,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"In the end It is a wonderful haircut, achieved entirely while I was hanging upside-down, simply amazing."
test,Reid,11,Action,Stative- Local Context,Evaluation,1,Stative- Local Context,Orientation,I know it is a remarkable haircut because on the way home a handsome young Moroccan man nearly died to tell me how beautiful I was.
test,Reid,11,Action,Action,Stative- Local Context,2,Action,Action,"He was biking through the traffic circle on ""Natural Selection Ave."""
test,Reid,11,Action,Action,Action,3,Action,Action,and after one look at my haircut stopped in front of my car
test,Reid,11,Action,Action,Action,3,Action,Action,and made the
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"""wow, did Romaine cut your hair?"
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"That is fabulous, please let my buy you a camel"""
test,Reid,11,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,face and kissy lips.
test,Reid,11,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"Unfortunately I have a rule about stopping in the middle of the most dangerous traffic circle, on the most dangerous street in Rabat to exchange phone numbers."
test,Reid,11,Action,Action,Action,3,Action,Action,"So I did what I always do, I smiled and --sped up--"
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but did not run him over as I could have.
test,Reid,11,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"The near-death by a girl-with-an-amazing-haircut-experience was thrilling for him, I am sure."
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"OK, back to work for me..."
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I had a wonderful time in the US, Made some fantastic friends that I am so happy will be sharing late-night chats with me for the next two years,"
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and am now glad to be back in Morocco.
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I will post more soon.
test,Reid,11,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Cheers!
train,Reid,12,Orientation,Orientation,Orientation,3,Orientation,Orientation,"So... I am down to 1.5 days to finish packing my house, which doesn't really leave time for blogging."
train,Reid,12,Orientation,Orientation,Evaluation,2,Orientation,Orientation,"But there's big stuff going on,"
train,Reid,12,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,so I really need to blog.
train,Reid,12,Orientation,Action,Orientation,2,Orientation,Orientation,I'm falling for this guy.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Pretty hard.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Of course I'd meet someone in the Poconos NOW.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,*eye roll*
train,Reid,12,Orientation,Orientation,Orientation,3,Orientation,Orientation,A few quick stories...
train,Reid,12,Orientation,Action,Orientation,2,Orientation,Orientation,"So, before I left for San Francisco, he and I went for a picnic."
train,Reid,12,Action,Action,Orientation,2,Action,Action,"A couple of my students helped me make chicken sandwiches with roasted tomatoes and brie, a Caesar salad, and sugar cookies."
train,Reid,12,Action,Action,Orientation,2,Action,Action,I also made a rum dip for fresh cherries
train,Reid,12,Action,Action,Orientation,2,Action,Action,and picked up a cube of Bulgarian feta and a bottle of wine.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I have to say...
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I was pretty impressed with my own idea and execution.
train,Reid,12,Action,Action,Action,3,Action,Action,"After the picnic, I challenged him to see who could catch a lightning bug the fastest (he won),"
train,Reid,12,Action,Action,Action,3,Action,Action,"and after the mosquitoes started devouring me, we went for a walk."
train,Reid,12,Action,Action,Action,3,Action,Action,"We circled around and stood by our cars, trying to decide what else to do."
train,Reid,12,Action,Action,Action,3,Action,Action,"As we stood there, he said,"
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"""I'm just going to take a stab at this."
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I'd really like to kiss you."""
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"""You would?"""
train,Reid,12,Action,Action,Action,3,Action,Action,I said.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,And you'll never guess what happens next.
train,Reid,12,Stative - Implied Action,Action,Action,2,Action,Action,"After that, we decided to walk some more."
train,Reid,12,Stative - Consequence,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,"We're both decidedly low on funds right now,"
train,Reid,12,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,so free entertainment is excellent.
train,Reid,12,Action,Action,Action,3,Action,Action,And then I went to San Francisco
train,Reid,12,Action,Action,Evaluation,2,Action,Action,and had panic attacks about never hearing from him again.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Silly, silly me."
train,Reid,12,Evaluation,Action,Action,2,Action,Action,We talked the entire way home from my parents' house.
train,Reid,12,Stative- Local Context,Stative- Local Context,Evaluation,2,Stative- Local Context,Orientation,"For me, that's a ridiculously long phone conversation,"
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but the time flew by.
train,Reid,12,Action,Action,Action,3,Action,Action,"Then, yesterday afternoon, he came over to help me pack."
train,Reid,12,Action,Action,Action,3,Action,Action,And he did a lot of packing!
train,Reid,12,Stative- Local Context,Stative- Local Context,Stative - Implied Action,2,Stative- Local Context,Orientation,"...all of my china, the rest of my books..."
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I don't even know what else.
train,Reid,12,Stative- Local Context,Stative - Consequence,Stative- Local Context,2,Stative- Local Context,Orientation,We finally got hungry
train,Reid,12,Action,Action,Action,3,Action,Action,and raided the freezer.
train,Reid,12,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,We decided to make chicken spiedie sandwiches -
train,Reid,12,Action,Action,Action,3,Action,Action,"and he ended up cutting up the meat and onions, marinading it, and grilling it."
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Sweet.
train,Reid,12,Evaluation,Evaluation,Stative- Local Context,2,Evaluation,Evaluation,The boy comes over to help me pack and even cooks!
train,Reid,12,Stative - Implied Action,Action,Action,2,Action,Action,"After dinner, we decided to hang out on the couch and watch Fawlty Towers (a British comedy starring John Cleese)."
train,Reid,12,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,"He laughed just about as much as I did, which is an excellent sign."
train,Reid,12,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,Seems that we share a sense of humor.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,And then the chemistry really kicked in.
train,Reid,12,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,I so like this guy.
train,Reid,12,Evaluation,Stative - Implied Action,Evaluation,2,Evaluation,Evaluation,It's so easy to be around him - to be myself around him.
train,Reid,12,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,It's fun and comfortable and exciting - all at once.
train,Reid,12,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,Like I said - falling.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Hard.
train,Reid,12,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"Luckily, I know we're on the same page with that."
train,Reid,12,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,"Not so luckily, I move in two days."
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"We're both like, ""Crap!"" over that one."
train,Reid,12,Action,Action,Action,3,Action,Action,"We talked about it last night - the ""so, now what?"" conversation."
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I think we agreed that we want to see where things go,"
train,Reid,12,Orientation,Stative- Local Context,Orientation,2,Orientation,Orientation,"that Philly is not that far,"
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but that we also don't know where he'll end up for a job.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"We realize that our connection is a rare thing,"
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"and I think we'd both consider the long-distance thing if his job takes him out of Pennsylvania, although that's a rather dreadful way to start out a relationship."
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"And he'll be coming down the shore with me, at least for a few days,"
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,so we'll get a mini-vacation together.
train,Reid,12,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,I feel lucky.
train,Reid,12,Stative- Local Context,Stative- Local Context,Evaluation,2,Stative- Local Context,Orientation,He is hot and smart and funny and fun and thoughtful and both brushes back my hair and grabs it to kiss me.
train,Reid,12,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"When he's not here, I miss him, which is a bit odd considering I've only known him for a week and a half."
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,But yeah.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I like the boy.
train,Reid,12,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,He's a keeper.
train,Reid,13,Orientation,Orientation,Evaluation,2,Orientation,Orientation,I received my parts extremely fast and in better condition than i had hope to.
train,Reid,13,Orientation,Action,Action,2,Action,Action,"I purchased front and rear pair of caliper brackets from Jamie last tuesday, via a money order thru the us post office."
train,Reid,13,Action,Action,Action,3,Action,Action,I spoke with jamie over the phone got some great tune tips and other ideas about my car for free.
train,Reid,13,Action,Action,Action,3,Action,Action,then I called Monday 7/28/08 to ensure that they got my payment ok.
train,Reid,13,Action,Action,Stative- Local Context,2,Action,Action,was told yes and that the parts will be shipped the next morning.
train,Reid,13,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,:cool:
train,Reid,13,Stative - Implied Action,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,fast forward to 7/31/08 and i have a special package from jamie and his brother!
train,Reid,13,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,:eek:
